Data type;Azimuth [0.360);Dip [0.90];Dip direction;Rake [0.90];Strike direction;Striation trend [0.360);Sense of mouvement;Stylolite Teeth trend [0.360);Stylolite Teeth plunge [0.90]
Stylolite Interface;67.80496029;90;;;;;;;
Stylolite Interface;67.7816961;90;;;;;;;
Stylolite Interface;67.80496029;90;;;;;;;
Stylolite Interface;67.7816961;90;;;;;;;
Stylolite Interface;69.60542534;90;;;;;;;
Stylolite Interface;69.56505888;90;;;;;;;
Stylolite Interface;69.56505888;90;;;;;;;
Stylolite Interface;69.60542534;90;;;;;;;
Stylolite Interface;63.86096563;90;;;;;;;
Stylolite Interface;63.86096563;90;;;;;;;
Stylolite Interface;68.94078464;90;;;;;;;
Stylolite Interface;68.95318703;90;;;;;;;
Stylolite Interface;68.95318703;90;;;;;;;
Stylolite Interface;68.94078464;90;;;;;;;
Stylolite Interface;275.8050326;90;;;;;;;
Stylolite Interface;275.8050326;90;;;;;;;
Stylolite Interface;231.0614545;90;;;;;;;
Stylolite Interface;231.0614545;90;;;;;;;
Stylolite Interface;234.5184203;90;;;;;;;
Stylolite Interface;221.1585161;90;;;;;;;
Stylolite Interface;234.5184203;90;;;;;;;
Stylolite Interface;221.1585161;90;;;;;;;
Stylolite Interface;82.07265787;90;;;;;;;
Stylolite Interface;82.03017082;90;;;;;;;
Stylolite Interface;82.07265787;90;;;;;;;
Stylolite Interface;82.03017082;90;;;;;;;
Stylolite Interface;65.2009917;90;;;;;;;
Stylolite Interface;65.2009917;90;;;;;;;
Stylolite Interface;53.01207518;90;;;;;;;
Stylolite Interface;52.07477239;90;;;;;;;
Stylolite Interface;52.07477239;90;;;;;;;
Stylolite Interface;53.01207518;90;;;;;;;
